step,train_margin_mean,train_margin_min,train_margin_q01,train_margin_q05,train_margin_q25,train_margin_median,train_margin_q75,train_margin_q95,train_margin_q99,test_margin_mean,test_margin_min,test_margin_q01,test_margin_q05,test_margin_q25,test_margin_median,test_margin_q75,test_margin_q95,test_margin_q99
13250,6.248554674767447,4.428375244140625,5.113648834228516,5.448698425292969,5.934154510498047,6.267402648925781,6.558736801147461,6.992144775390622,7.408001708984375,5.998857351553765,2.09674072265625,4.213441467285156,4.854310035705566,5.633256912231445,6.063648223876953,6.431703567504883,6.916281700134277,7.345967102050784
13300,6.269882859050863,4.4998931884765625,5.194691772460938,5.500345611572266,5.977119445800781,6.287879943847656,6.567815780639648,6.966261291503907,7.362943801879883,6.028480963549883,2.3515548706054688,4.2934833526611325,4.920307159423828,5.6746110916137695,6.089651107788086,6.454320907592773,6.897762298583984,7.2625568389892585
13350,6.294510961244184,4.543693542480469,5.2710302734375,5.54864273071289,6.013145446777344,6.31207275390625,6.583839416503906,6.962473297119139,7.300127105712892,6.059023802051551,2.600189208984375,4.3790748596191404,4.9828033447265625,5.720630645751953,6.121116638183594,6.46328067779541,6.893882751464844,7.2166746139526365
13400,6.322185882316952,4.661205291748047,5.333282623291016,5.6064807891845705,6.052894592285156,6.3414306640625,6.5996551513671875,6.955641174316404,7.253517837524414,6.091585742384248,2.7136764526367188,4.461264038085938,5.042169570922852,5.76652717590332,6.153051376342773,6.483119010925293,6.892851829528809,7.1770767211914075
13450,6.351875826237273,4.758811950683594,5.394740600585937,5.664889526367188,6.1004486083984375,6.372806549072266,6.616405487060547,6.954899597167969,7.234543380737305,6.125449118105773,2.7881240844726562,4.5314781188964846,5.103404998779297,5.817831039428711,6.185190200805664,6.505108833312988,6.89949893951416,7.179229354858399
13500,6.383585527163061,4.890602111816406,5.45139289855957,5.7239421844482425,6.140064239501953,6.408672332763672,6.640567779541016,6.964876174926758,7.2210746765136715,6.160807871370927,2.8559188842773438,4.61518497467041,5.176575660705566,5.857982635498047,6.223100662231445,6.5269622802734375,6.906588554382324,7.175227737426758
13550,6.4176009657406405,5.0309295654296875,5.509173583984375,5.783644485473633,6.178163528442383,6.441539764404297,6.666690826416016,6.982685852050781,7.231331024169924,6.197350090207928,2.9402694702148438,4.692036819458008,5.239786148071289,5.905880928039551,6.2604217529296875,6.550107955932617,6.917197227478027,7.188913154602051
13600,6.453437842684099,5.123527526855469,5.577345581054687,5.844297790527344,6.223602294921875,6.47528076171875,6.700418472290039,7.006743240356445,7.2288992309570315,6.2353434067772415,3.0198516845703125,4.777445983886719,5.295097351074219,5.951672554016113,6.298973083496094,6.585509300231934,6.9313201904296875,7.188778495788575
13650,6.491036443738205,5.177284240722656,5.645386428833008,5.893684768676758,6.266101837158203,6.512691497802734,6.731912612915039,7.02412986755371,7.2361766052246095,6.274359581785509,3.0864944458007812,4.855235290527344,5.365860939025879,5.9994659423828125,6.336921691894531,6.615854263305664,6.948678016662598,7.207244491577149
13700,6.53020795406004,5.246788024902344,5.70186149597168,5.941528701782227,6.306283950805664,6.551300048828125,6.764183044433594,7.0415191650390625,7.277079315185547,6.314713045337122,3.155303955078125,4.919185829162598,5.4290924072265625,6.0450439453125,6.377281188964844,6.649755477905273,6.970780372619629,7.2249418258667
13750,6.57041294626058,5.313896179199219,5.761895294189453,5.995084762573242,6.3543548583984375,6.590923309326172,6.7959136962890625,7.070013427734375,7.295788650512696,6.355712508209369,3.2377471923828125,4.983795928955078,5.49085807800293,6.0916643142700195,6.416469573974609,6.681607246398926,6.999187469482422,7.234424972534181
13800,6.611403843141951,5.38995361328125,5.825007781982422,6.046217346191407,6.397098541259766,6.629486083984375,6.834695816040039,7.099824905395508,7.325256805419922,6.397162256703663,3.306182861328125,5.058682632446289,5.550734519958496,6.139669418334961,6.458112716674805,6.7178955078125,7.030413627624512,7.264552688598633
13850,6.652866488215203,5.473548889160156,5.868932418823242,6.10624885559082,6.444955825805664,6.670993804931641,6.869729995727539,7.132514572143554,7.352430572509766,6.438718311338191,3.377410888671875,5.118828201293946,5.615461349487305,6.184443473815918,6.499311447143555,6.756991386413574,7.059823036193848,7.285525131225586
13900,6.694882398205427,5.5601806640625,5.920594177246094,6.164221572875976,6.490814208984375,6.712558746337891,6.907215118408203,7.169975662231446,7.386988983154297,6.480736238923513,3.4491958618164062,5.177249526977539,5.671348571777344,6.233083724975586,6.54176139831543,6.790190696716309,7.086883544921875,7.290597343444825
13950,6.737289949772429,5.6455230712890625,5.986034851074219,6.221627426147461,6.534221649169922,6.756309509277344,6.944293975830078,7.205305480957031,7.421283035278321,6.522966329484724,3.5199203491210938,5.248214149475098,5.72218132019043,6.275754928588867,6.581584930419922,6.827178955078125,7.122653961181641,7.321093177795411
14000,6.779793484110227,5.7375640869140625,6.042728042602539,6.273100662231445,6.579097747802734,6.799468994140625,6.983972549438477,7.243722915649414,7.44875358581543,6.5651471580210785,3.60955810546875,5.321709632873535,5.78877067565918,6.314603805541992,6.621362686157227,6.865457534790039,7.150838851928711,7.343082427978516
14050,6.822332744613594,5.833282470703125,6.104792327880859,6.324543380737305,6.626729965209961,6.841564178466797,7.024379730224609,7.281015014648437,7.463163681030274,6.6070770597441,3.6998367309570312,5.389980888366699,5.835452079772949,6.3618879318237305,6.66490364074707,6.90382194519043,7.185610771179199,7.372341346740723
14100,6.8650034129730475,5.888450622558594,6.143748931884765,6.367185974121094,6.6753692626953125,6.881809234619141,7.063968658447266,7.322093200683594,7.492454223632813,6.649130287129871,3.7954254150390625,5.450485420227051,5.888233184814453,6.406892776489258,6.704860687255859,6.944003105163574,7.222454071044922,7.405845069885254
14150,6.9077298795166335,5.9375762939453125,6.1889340209960935,6.408882141113281,6.722827911376953,6.923011779785156,7.105518341064453,7.355255508422852,7.523703536987305,6.691354352955779,3.8834762573242188,5.511837768554687,5.9402971267700195,6.452247619628906,6.745479583740234,6.980075836181641,7.2578229904174805,7.449915885925293
14200,6.9503824414961075,5.97296142578125,6.239923095703125,6.4532112121582035,6.764928817749023,6.962749481201172,7.147464752197266,7.387873077392578,7.554443969726562,6.733686255935739,3.9710693359375,5.577969551086426,5.989749908447266,6.500242233276367,6.7864837646484375,7.020944595336914,7.296280860900879,7.4825643539428714
14250,-2.021887627555245,-7.375429630279541,-6.400022010803223,-4.805522632598877,-2.689884901046753,-1.7696208953857422,-0.9978313446044922,-0.29931468963623126,0.24436575412750253,-2.011169567118289,-7.272161483764648,-6.445179510116577,-4.705819725990295,-2.6353942155838013,-1.7508257031440735,-1.0376030802726746,-0.343353271484375,0.17734425067901682
14300,-0.09413274237997443,-6.268604278564453,-3.1363557672500613,-1.9728807926177978,-0.6213164329528809,-0.01393747329711914,0.551483154296875,1.5010231971740702,2.3051393127441413,-0.35472794882676045,-9.09011459350586,-4.701951265335083,-2.4898964166641235,-0.9283246994018555,-0.21218299865722656,0.38773083686828613,1.2932276725769043,2.1562495231628422
14350,3.498317338100558,-5.945313930511475,-0.6332366943359375,0.714497184753418,2.3717269897460938,3.3957061767578125,4.530439376831055,6.5493247985839815,8.798662414550794,2.942974166544118,-11.027263641357422,-3.0631855964660644,-0.8003954887390137,1.5908126831054688,2.964080810546875,4.253498077392578,6.598997116088867,9.30370388031008
14400,5.327009840718679,-0.6637401580810547,2.0311113739013673,2.900546646118164,4.249406814575195,5.190532684326172,6.217626571655273,8.219571304321288,10.552766876220705,4.58977726102931,-20.0244083404541,-2.3682666778564454,0.9126615524291992,3.358104705810547,4.752140998840332,5.955841064453125,7.927075386047363,10.377181625366225
14450,5.931829596465488,1.5303878784179688,3.0472211456298828,3.7257484436035155,4.953195571899414,5.8025665283203125,6.747837066650391,8.588864135742185,10.598545379638676,5.157660641401658,-17.1124210357666,-1.5297908782958982,1.5276660919189453,4.0031585693359375,5.35954475402832,6.494272232055664,8.293875694274902,10.156372261047366
14500,6.185273479914811,1.9840583801269531,3.562477722167969,4.171485900878906,5.259847640991211,6.098960876464844,6.908573150634766,8.55590438842773,10.367655181884768,5.42376434942361,-11.68404769897461,-1.0190788269042965,1.9791030883789062,4.378514289855957,5.648885726928711,6.677146911621094,8.318156242370605,10.031466293334969
14550,6.306220093908824,2.262683868408203,3.876122360229492,4.4616138458251955,5.46380615234375,6.220733642578125,6.961479187011719,8.50595588684082,10.005809783935549,5.571021455676261,-8.920608520507812,-0.513302993774414,2.287961959838867,4.599571228027344,5.804859161376953,6.734265327453613,8.24066162109375,9.685622024536135
14600,6.36804887800498,2.5212020874023438,4.0915396118164065,4.662977600097657,5.599023818969727,6.299625396728516,6.992315292358398,8.347239685058593,9.656498870849612,5.664350059663325,-7.789791107177734,-0.06790637969970696,2.6229944229125977,4.750767707824707,5.905672073364258,6.761889457702637,8.167389869689941,9.365482902526857
14650,6.405426630085527,2.775177001953125,4.264002456665039,4.799527740478515,5.708133697509766,6.343936920166016,6.995048522949219,8.201798629760741,9.33346664428711,5.727873739687804,-6.665435791015625,0.3218393325805666,2.872682571411133,4.871752738952637,5.943508148193359,6.768613815307617,8.01619815826416,9.111623573303223
14700,6.427525364462442,2.9984588623046875,4.408392486572265,4.9491008758544925,5.786237716674805,6.384471893310547,6.99659538269043,8.064981842041016,9.030573654174805,5.776284996516478,-5.578090667724609,0.8858165740966797,3.1184654235839844,4.9610595703125,5.984617233276367,6.759960174560547,7.903141021728516,8.869073677062993
14750,6.441228603512056,3.20050048828125,4.550312576293945,5.0427593231201175,5.859819412231445,6.407829284667969,6.977991104125977,7.928401947021484,8.672241058349611,5.815145614169989,-5.006496429443359,1.3202251434326173,3.335979461669922,5.065112113952637,6.010374069213867,6.7437849044799805,7.778196334838867,8.655826759338387
14800,6.4498747238414635,3.3615264892578125,4.649792175292968,5.13512077331543,5.893535614013672,6.428783416748047,6.963403701782227,7.82391471862793,8.529733734130861,5.850169778419141,-3.9311180114746094,1.7277893066406251,3.520265579223633,5.151156425476074,6.038869857788086,6.715658187866211,7.675971984863281,8.46455020904541
14850,6.461930084634011,3.560932159423828,4.766420364379883,5.2129772186279295,5.936737060546875,6.445697784423828,6.951171875,7.727976226806641,8.474721908569338,5.882862631243423,-2.8392982482910156,1.9966459274291992,3.7009811401367188,5.214743614196777,6.060993194580078,6.691117286682129,7.572155952453613,8.304110908508303
14900,6.4741228069677454,3.7667617797851562,4.857340621948242,5.3048042297363285,5.991029739379883,6.4585113525390625,6.940423965454102,7.666072463989257,8.381202392578126,5.916281551154336,-1.8917579650878906,2.295293617248535,3.8565540313720703,5.283207893371582,6.087846755981445,6.691974639892578,7.478211402893066,8.141951370239259
14950,6.48796161831043,3.928661346435547,4.940008392333985,5.356886672973633,6.034795761108398,6.480197906494141,6.93098258972168,7.620697021484375,8.229402160644533,5.95022703509275,-1.1828880310058594,2.478683662414551,4.014620780944824,5.3542280197143555,6.106426239013672,6.68585205078125,7.430807113647461,8.033372116088868
15000,6.503845235118516,4.062492370605469,5.012871475219726,5.425918960571289,6.076835632324219,6.50115966796875,6.9215240478515625,7.564739608764648,8.140287399291992,5.98485177364748,-1.1994972229003906,2.7022096633911135,4.133243560791016,5.422501564025879,6.1399383544921875,6.689367294311523,7.38175106048584,7.9674419403076175
15050,6.523528801327274,4.1529083251953125,5.072788391113281,5.494818115234375,6.115055084228516,6.533916473388672,6.931184768676758,7.523369216918945,8.059916000366217,6.019338691568189,-1.2334022521972656,2.924999237060547,4.260229110717773,5.477815628051758,6.154497146606445,6.688364028930664,7.339776992797852,7.8895812988281255
15100,6.547289072564394,4.267116546630859,5.141949081420899,5.5270332336425785,6.151201248168945,6.554729461669922,6.942331314086914,7.506703948974609,8.015909729003907,6.055208512244392,-1.0711250305175781,3.05313663482666,4.348380088806152,5.544734954833984,6.1896820068359375,6.705134391784668,7.315861701965332,7.863476753234863
15150,6.574580035183045,4.394977569580078,5.224780502319336,5.597838973999023,6.195829391479492,6.582920074462891,6.967061996459961,7.464854049682617,7.9472130584716805,6.092312873951138,-0.8976211547851562,3.1927358627319338,4.429656028747559,5.609919548034668,6.230171203613281,6.722942352294922,7.323946952819824,7.861369132995606
15200,6.6054422306057745,4.5456085205078125,5.278372192382813,5.659198760986328,6.240499496459961,6.625968933105469,6.9888153076171875,7.470930480957031,7.879634552001953,6.131604770629321,-0.7241668701171875,3.3843154907226562,4.531649589538574,5.664516448974609,6.258205413818359,6.739607810974121,7.318570137023926,7.847032737731935
15250,6.638286568273928,4.690120697021484,5.348763580322266,5.729515838623047,6.288724899291992,6.657405853271484,7.002763748168945,7.488726806640624,7.886733322143555,6.1717646514697995,-0.5330848693847656,3.4253717422485352,4.597018241882324,5.7115278244018555,6.295932769775391,6.764047622680664,7.343687057495117,7.806247138977052
15300,6.675689865546184,4.818492889404297,5.4170138549804685,5.791739273071289,6.328142166137695,6.692806243896484,7.027029037475586,7.488783645629883,7.889467697143555,6.216458148665771,-0.3390655517578125,3.5543203353881836,4.686572074890137,5.762903213500977,6.334571838378906,6.794888496398926,7.342890739440918,7.77699031829834
15350,-1.689881630695281,-16.552501678466797,-5.952430896759033,-3.816922163963318,-2.1886924505233765,-1.505321741104126,-0.9199337065219879,-0.17680939435958948,0.28041925907135035,-1.7332418610546718,-18.43596649169922,-6.095947217941284,-3.8084932565689087,-2.248243808746338,-1.550956130027771,-0.9652933478355408,-0.1982133984565735,0.27236168384552006
15400,-0.7501568025551734,-5.752675533294678,-3.6536189985275267,-2.393823766708374,-1.1530992984771729,-0.5956211090087891,-0.17436933517456055,0.35311150550842024,0.6669766044616701,-0.9592071772255122,-7.873956680297852,-4.528291654586792,-3.028748035430908,-1.3893489837646484,-0.7269272804260254,-0.27368664741516113,0.2702157497406006,0.6130366802215585
15450,-1.4368579744373962,-15.243743896484375,-11.451507720947266,-6.963954830169677,-3.10604190826416,-0.7937965393066406,0.6814842224121094,2.336555862426757,3.6354895019531286,-1.6847196792483625,-15.836925506591797,-11.24559497833252,-7.258191108703613,-3.3265867233276367,-1.0498924255371094,0.45777320861816406,2.182058334350586,3.3303922653198277
15500,2.3222358155180856,-2.6200523376464844,-0.6285238265991211,0.45345420837402367,1.6295347213745117,2.2944374084472656,2.99688720703125,4.308368682861327,5.646835632324224,1.9995197079260214,-5.683235168457031,-1.915430450439453,-0.21796035766601562,1.2635793685913086,2.0453548431396484,2.8193111419677734,4.070317268371582,5.363257598876955
15550,4.5246009755698475,0.5581321716308594,1.9643669891357423,2.8088077545166015,3.773141860961914,4.414447784423828,5.104953765869141,6.623183822631835,8.38984878540039,4.051671033204552,-13.429946899414062,-0.66386661529541,1.5437793731689453,3.2358436584472656,4.137950897216797,4.9009504318237305,6.465298652648926,8.145239067077638
15600,5.169217894567063,1.1128387451171875,2.8173927307128905,3.4824317932128905,4.440799713134766,5.055763244628906,5.738096237182617,7.12502746582031,9.756590194702152,4.676379202445094,-13.600826263427734,-0.393921661376953,2.1473188400268555,3.9037437438964844,4.763179779052734,5.5094146728515625,6.97711181640625,9.297320175170908
15650,5.4835280900682,1.6695098876953125,3.2066979217529297,3.8654972076416017,4.753139495849609,5.387508392333984,5.998447418212891,7.44483184814453,10.362869567871096,4.988517834538059,-12.169509887695312,0.0942642211914063,2.463083267211914,4.219629287719727,5.074495315551758,5.795890808105469,7.257780075073242,9.977441787719727
15700,5.673640277770298,2.0784225463867188,3.430223617553711,4.069937133789063,4.946010589599609,5.571590423583984,6.158903121948242,7.574870300292965,10.587104949951192,5.184212713008479,-10.814201354980469,0.21893558502197266,2.7116527557373047,4.439027786254883,5.254171371459961,5.972387313842773,7.461507797241211,10.562309646606453
15750,5.7985034793607415,2.402576446533203,3.6329280853271486,4.219424438476563,5.095554351806641,5.674400329589844,6.260555267333984,7.664340972900383,10.658732604980477,5.319705033108058,-10.047050476074219,0.3588417053222657,2.8900070190429688,4.590245246887207,5.383632659912109,6.061174392700195,7.479238510131836,10.697516441345224
15800,5.88574862879323,2.6414451599121094,3.821668167114258,4.351406097412109,5.201236724853516,5.768138885498047,6.322301864624023,7.808534240722653,10.714932785034181,5.417163091139974,-9.015678405761719,0.6607833862304688,3.0713119506835938,4.69661808013916,5.481075286865234,6.128705978393555,7.504232406616211,10.645893096923832
15850,5.9509215130629824,2.98583984375,3.9461801147460935,4.47307014465332,5.267824172973633,5.838474273681641,6.371417999267578,7.8362289428710925,10.850641860961916,5.4938101371551635,-7.609519958496094,1.0197376251220704,3.156400680541992,4.80412483215332,5.560920715332031,6.173908233642578,7.570064544677734,10.718664360046395
15900,6.0009111267057405,3.132537841796875,4.0829091644287105,4.582582092285157,5.345760345458984,5.892963409423828,6.394205093383789,7.780442428588862,10.653112258911136,5.554231804480503,-6.342414855957031,1.2417207717895509,3.3161964416503906,4.888271331787109,5.621515274047852,6.204022407531738,7.575458526611328,10.667875862121583
15950,6.044970827916186,3.2793197631835938,4.179613952636719,4.679758834838867,5.424909591674805,5.9320068359375,6.415657043457031,7.834560775756835,10.423633041381843,5.604118367775172,-4.896636962890625,1.430857086181641,3.46761417388916,4.953646659851074,5.662872314453125,6.237645149230957,7.608828544616699,10.467516708374037
16000,6.083349091050601,3.374561309814453,4.296233749389648,4.768495178222656,5.492319107055664,5.976413726806641,6.44549560546875,7.759308624267575,10.357031707763682,5.645906706461027,-4.345909118652344,1.6846023559570313,3.545013427734375,5.025556564331055,5.704750061035156,6.265721321105957,7.623200416564941,10.338841629028323
16050,6.114047092799648,3.45416259765625,4.386543045043945,4.857328796386719,5.56281852722168,6.013130187988281,6.473512649536133,7.758470535278319,10.218492736816406,5.682969241289226,-3.9756546020507812,1.7661861419677733,3.6773014068603516,5.083520889282227,5.751516342163086,6.297142028808594,7.537958145141602,10.113014984130865
16100,6.1388003065204035,3.518962860107422,4.478608856201172,4.934925842285156,5.6187591552734375,6.054775238037109,6.4957427978515625,7.697461700439451,9.9503451538086,5.7190801192799485,-3.7542190551757812,1.8602996826171876,3.7961549758911133,5.135124206542969,5.7895965576171875,6.308988571166992,7.4732818603515625,10.004375076293945
16150,6.160356691407612,3.5717926025390625,4.556544189453125,4.980377960205078,5.662012100219727,6.08514404296875,6.506523132324219,7.594965362548828,9.639346389770514,5.752994361009912,-3.5357589721679688,2.0123300552368164,3.8834524154663086,5.1997175216674805,5.831642150878906,6.322249412536621,7.439713478088379,9.79056434631349
16200,6.1838237074122855,3.6600112915039062,4.601354064941407,5.0442157745361325,5.709466934204102,6.124156951904297,6.52117919921875,7.543357467651366,9.526305160522462,5.787433853649392,-3.1497535705566406,2.1565763473510744,3.98123836517334,5.255801200866699,5.864187240600586,6.3435821533203125,7.355110168457031,9.47135696411133
16250,6.209675874286847,3.8032760620117188,4.677923965454101,5.09371337890625,5.7532501220703125,6.155818939208984,6.536474227905273,7.489146041870116,9.37502395629883,5.824248423020636,-2.4464759826660156,2.303542137145996,4.078875541687012,5.310857772827148,5.897075653076172,6.378537178039551,7.3127899169921875,9.28171558380127
16300,6.236024462223179,3.875213623046875,4.750297012329102,5.170571517944336,5.795978546142578,6.179359436035156,6.561443328857422,7.465302658081054,9.187023544311526,5.8623495179628,-1.5608177185058594,2.4739721298217776,4.196138381958008,5.361498832702637,5.930517196655273,6.4013519287109375,7.301907539367676,9.078743362426763
16350,6.265253016836555,3.9199142456054688,4.791204376220703,5.24463005065918,5.842611312866211,6.212551116943359,6.585428237915039,7.43455238342285,8.939764556884768,5.903765199034931,-0.8151512145996094,2.648048973083496,4.282986640930176,5.419861793518066,5.975198745727539,6.428840637207031,7.265093803405762,8.906026268005373
16400,6.29588355480785,3.9709625244140625,4.874303131103516,5.297590637207032,5.886495590209961,6.241725921630859,6.605201721191406,7.456439971923826,8.89100341796875,5.945535333453026,-0.8714714050292969,2.8604391098022464,4.372447967529297,5.4915771484375,6.0123443603515625,6.445857048034668,7.250696182250977,8.875517082214357
16450,6.327406936207573,3.9834861755371094,4.961138992309571,5.366340637207031,5.925954818725586,6.275783538818359,6.633121490478516,7.4016487121582015,8.84958351135254,5.987924815659991,-0.8328857421875,3.0092397689819337,4.449520111083984,5.537297248840332,6.046123504638672,6.473722457885742,7.257136344909668,8.822767639160158
16500,6.3594632438925265,4.016010284423828,5.030035934448242,5.432109451293945,5.978893280029297,6.303337097167969,6.664329528808594,7.415444946289062,8.810592727661135,6.0302405477288,-0.7132110595703125,3.1710500717163086,4.545774459838867,5.591971397399902,6.088462829589844,6.518436431884766,7.22835636138916,8.77494411468506
16550,6.393290325836903,4.039756774902344,5.067464904785156,5.506011581420898,6.017454147338867,6.342761993408203,6.690433502197266,7.4122566223144535,8.773322448730472,6.072983822837773,-0.5354270935058594,3.4109365463256838,4.648857116699219,5.63773250579834,6.130422592163086,6.554381370544434,7.2324113845825195,8.760478019714355
16600,6.428110996523088,4.065605163574219,5.118640899658203,5.5604595184326175,6.061185836791992,6.386486053466797,6.725751876831055,7.4059310913085925,8.715613784790042,6.1147641432948285,-0.35089111328125,3.559405708312988,4.726511001586914,5.687443733215332,6.170114517211914,6.588107109069824,7.246519088745117,8.803557395935064
16650,6.465668779404088,4.088092803955078,5.20938346862793,5.6112415313720705,6.091102600097656,6.429836273193359,6.760337829589844,7.447233200073242,8.657767028808596,6.156587250385561,-0.07392120361328125,3.716069984436035,4.808500289916992,5.732056617736816,6.207035064697266,6.624085426330566,7.263681411743164,8.783239555358895
16700,6.504766140344008,4.12615966796875,5.281888275146485,5.6599376678466795,6.133922576904297,6.471302032470703,6.796133041381836,7.4485939025878904,8.605787887573246,6.1982447181320595,0.115631103515625,3.7911222457885745,4.887177467346191,5.78176212310791,6.241559982299805,6.66541862487793,7.294262886047363,8.728353309631352
16750,6.54429746947642,4.209022521972656,5.363152313232422,5.6982261657714846,6.175670623779297,6.5091094970703125,6.828855514526367,7.486490249633788,8.51263626098633,6.240145241753919,0.16691207885742188,3.896889877319336,4.937071800231934,5.820509910583496,6.287174224853516,6.702217102050781,7.3419189453125,8.691236495971681
16800,6.583176099648983,4.310028076171875,5.401456146240235,5.753228759765625,6.217405319213867,6.540401458740234,6.877155303955078,7.534717178344725,8.587197875976567,6.279468907306602,0.19611740112304688,3.8762834548950194,5.004076957702637,5.868355751037598,6.324947357177734,6.733272552490234,7.377306938171387,8.6370122909546
16850,6.622692337766024,4.381965637207031,5.4619889831542965,5.803063201904297,6.261415481567383,6.576190948486328,6.912235260009766,7.556651687622067,8.667515563964848,6.318066560837803,0.24853134155273438,3.986604499816895,5.073657035827637,5.913437843322754,6.3592529296875,6.763556480407715,7.414597511291504,8.545123100280762
16900,6.663210864020192,4.462898254394531,5.527060165405273,5.852507019042969,6.3108978271484375,6.614677429199219,6.945444107055664,7.58606948852539,8.64318099975586,6.358660019588436,0.3211708068847656,4.0572309494018555,5.124336242675781,5.962180137634277,6.406452178955078,6.792253494262695,7.436745643615723,8.53108291625977
16950,6.703706741839876,4.566844940185547,5.577779541015625,5.897127532958985,6.350549697875977,6.652873992919922,6.98695182800293,7.653549194335937,8.697121887207032,6.400195243719238,0.4081764221191406,4.087680625915527,5.189560890197754,6.008708953857422,6.444696426391602,6.828132629394531,7.493609428405762,8.519944000244141
17000,6.742797904783761,4.749290466308594,5.638520202636719,5.946152877807617,6.392236709594727,6.689426422119141,7.018400192260742,7.713428115844725,8.727305221557618,6.441752468572624,0.515167236328125,4.131867980957031,5.255157470703125,6.05145263671875,6.478891372680664,6.854530334472656,7.547722816467285,8.585227203369142
17050,6.7834282899644185,4.873924255371094,5.7154804229736325,6.003180313110351,6.4305572509765625,6.723884582519531,7.05137825012207,7.736916732788085,8.794627227783202,6.484649066337237,0.6434173583984375,4.254488945007324,5.298415184020996,6.097923278808594,6.520565032958984,6.885712623596191,7.590052604675293,8.613231658935549
17100,6.825307002132192,5.030570983886719,5.78455451965332,6.0511116027832035,6.46954345703125,6.763690948486328,7.081579208374023,7.801900100708005,8.806269836425782,6.52759803139568,0.8391532897949219,4.317762184143066,5.361053466796875,6.138806343078613,6.560995101928711,6.924450874328613,7.638002395629883,8.688516426086426
17150,6.868799380916501,5.221160888671875,5.820960998535156,6.105242919921875,6.51542854309082,6.808189392089844,7.122894287109375,7.870342636108398,8.86116409301758,6.570025464637965,0.9683914184570312,4.401807403564453,5.421175003051758,6.190122604370117,6.600395202636719,6.962756156921387,7.682111740112305,8.735168075561525
17200,6.912995636732439,5.43927001953125,5.871614456176758,6.167082595825195,6.563037872314453,6.8539886474609375,7.163496017456055,7.907144165039061,8.929546279907226,6.6128818800463725,1.2262420654296875,4.489723777770996,5.472434997558594,6.236583709716797,6.638332366943359,6.99654483795166,7.711490631103516,8.785420227050784
17250,6.957392198621926,5.5383453369140625,5.935025329589844,6.219623565673828,6.603097915649414,6.887321472167969,7.191957473754883,8.010871505737304,9.015909423828127,6.654886340317978,1.4830589294433594,4.518470191955567,5.534306526184082,6.28598690032959,6.679897308349609,7.025721549987793,7.775769233703613,8.803523826599122
17300,7.0001124403054105,5.565715789794922,6.003548812866211,6.267633438110352,6.655817031860352,6.928356170654297,7.226032257080078,8.045218276977538,9.024185562133791,6.696909161945036,1.4041519165039062,4.58934383392334,5.560561180114746,6.335999488830566,6.7188873291015625,7.061923980712891,7.79886531829834,8.846489334106446
17350,7.043174189644356,5.563026428222656,6.083987426757813,6.328499221801758,6.69195556640625,6.975101470947266,7.26091194152832,8.079431533813477,9.080776214599611,6.739460995802844,1.3574485778808594,4.726628112792969,5.608757019042969,6.379645347595215,6.75761604309082,7.101039886474609,7.836460113525391,8.914692687988282
17400,7.087698163740374,5.604896545410156,6.1477516174316404,6.385765075683594,6.745077133178711,7.0129547119140625,7.303585052490234,8.12920799255371,9.116004409790042,6.782931963602702,1.4203376770019531,4.811458969116211,5.6736297607421875,6.423537254333496,6.800252914428711,7.139805793762207,7.913601875305176,8.957929801940919
17450,7.1342495764439136,5.6730804443359375,6.203713836669922,6.431366729736328,6.787271499633789,7.053836822509766,7.345802307128906,8.17303237915039,9.186960144042969,6.826988387099403,1.5471992492675781,4.835662078857422,5.744123458862305,6.465432167053223,6.838327407836914,7.175278663635254,7.9947967529296875,9.003155708312988
17500,-0.8610026086228912,-5.166216850280762,-3.269373173713684,-2.2056340932846066,-1.1724277138710022,-0.7399401664733887,-0.40701451897621155,0.05946661233901967,0.31850273609161384,-0.943099982120701,-5.5554890632629395,-3.34033682346344,-2.298590362071991,-1.2762483954429626,-0.8106957674026489,-0.47358956933021545,-0.005868852138519287,0.2711762428283692
17550,-0.4436283002595397,-6.968428611755371,-3.3469098472595213,-2.151638388633728,-0.8450350761413574,-0.2903919219970703,0.1305527687072754,0.710919952392577,1.175175971984864,-0.7420430227327633,-11.87667179107666,-4.514791059494018,-2.8895257115364075,-1.1750456094741821,-0.5008845329284668,-0.02582550048828125,0.5356462001800537,0.9985939025878908
17600,0.1770417005370153,-5.015110015869141,-3.121047286987305,-1.926290512084961,-0.6152000427246094,0.2422771453857422,1.029942512512207,2.0575021743774413,3.0614778900146518,-0.050835613912189846,-17.439868927001953,-3.8201016426086425,-2.386399745941162,-0.8241147994995117,0.03225898742675781,0.8494267463684082,1.9147005081176758,2.8739933967590354
17650,2.4017458116631225,-2.0784950256347656,-0.2595696258544922,0.5176387786865235,1.5920352935791016,2.4053878784179688,3.145660400390625,4.282454299926758,5.28362777709961,1.9782448397686074,-15.896443367004395,-2.164044952392578,-0.573491096496582,1.1350374221801758,2.0802669525146484,2.9575376510620117,4.221677780151367,5.308912658691408
17700,4.388288164911769,1.1143569946289062,2.0957416534423827,2.7005107879638675,3.5377349853515625,4.235504150390625,4.96837043762207,6.609373474121093,9.253339996337894,3.8309371940134436,-20.764068603515625,-1.8116460800170895,0.9077367782592773,2.9741077423095703,3.9276809692382812,4.812167167663574,6.426203727722168,8.919335556030287
